Dates;USGG2YR Index;ES1 Index;SX5E Index;DG FP Equity;;TTE FP Equity;;AI FP Equity;;EL FP Equity;;AIR FP Equity;;CS FP Equity;;CAP FP Equity;;SGO FP Equity;;HENKEL HB Equity;;ML FP Equity;;MC FP Equity;;ORA FP Equity;;SU FP Equity;;SAN FP Equity;;PUB FP Equity;;TE FP Equity;;NESN SW Equity;;GE US Equity;;AAPL US Equity;
Dates;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D
15/04/2022;2.4539;4387.5;3848.68;80.3818;33.158;39.8366;28.924;127.603;22.797;158.444;31.576;101.3862;40.824;22.444;28.45;181.7273;34.738;47.3232;39.925;21098.763;#N/A N/A;26.4539;30.08;607.14;30.392;9.2141;19.293;133.3755;35.176;91.7874;25.808;48.9462;31.696;10.948;34.546;117.1801;15.033;55.7982;36.466;162.655;31.257
18/04/2022;2.448;4386.75;3848.68;80.3818;33.158;39.8366;28.924;127.603;22.797;158.444;31.576;101.3862;40.824;22.444;28.45;181.7273;34.738;47.3232;39.925;21098.763;#N/A N/A;26.4539;30.08;607.14;30.392;9.2141;19.293;133.3755;35.176;91.7874;25.808;48.9462;31.696;10.948;34.546;117.1801;15.033;55.5341;37.609;162.438;31.194
19/04/2022;2.5915;4459.25;3830.76;79.7296;33.888;40.3955;30.351;126.0364;24.475;156.5493;34.503;100.9986;44.665;22.1032;30.984;178.5424;36.191;47.0315;41.762;20699.687;#N/A N/A;26.9422;31.346;601.54;31.777;9.1421;20.125;132.8281;34.652;91.2535;28.245;49.175;31.903;11.315;34.576;114.8203;17.096;56.4556;35.892;164.731;29.343
20/04/2022;2.5753;4455.5;3896.81;82.0436;32.07;40.131;29.868;126.7257;23.128;160.7177;30.444;102.5491;42.21;22.5729;28.95;182.678;34.351;48.2898;37.74;21331.558;#N/A N/A;26.7646;30.18;609.32;29.109;9.1159;19.076;135.1687;33.125;91.0933;26.35;51.0406;30.184;11.456;35.546;114.9713;17.301;56.1484;36.799;164.564;30.971
21/04/2022;2.6822;4390.5;3928.03;84.5631;30.518;40.2291;29.222;127.415;23.467;162.6597;30.238;105.1657;39.553;22.5189;28.382;185.5776;33.417;50.0313;35.627;21569.103;#N/A N/A;26.9533;29.517;619.85;27.993;9.0717;18.903;139.0571;31.634;91.8764;24.973;51.6214;26.017;11.36;34.392;115.8019;15.398;56.345;38.204;163.767;32.605
22/04/2022;2.6672;4267.25;3840.01;82.9996;30.435;39.137;31.969;125.4881;24.137;158.3967;32.945;101.425;43.466;22.1365;31.194;182.6304;35.142;50.5967;35.974;21369.565;#N/A N/A;26.3651;32.759;606.76;31.132;9.0897;19.401;134.3193;35.176;90.239;26.371;51.0406;27.572;11.351;34.002;117.9541;15.833;54.717;41.394;159.211;38.124
25/04/2022;2.6257;4292.75;3757.59;84.0717;29.505;37.5671;35.588;124.8144;24.484;155.2704;34.6;99.8163;45.231;21.4258;31.931;178.7325;37.165;49.6849;37.167;21844.655;#N/A N/A;25.9546;34.402;583.99;34.597;9.1142;19.083;131.2048;37.118;89.794;27.54;50.1254;29.426;10.601;35.03;118.8037;17.229;55.2146;42.636;160.283;37.943
26/04/2022;2.4773;4170.5;3721.36;84.9413;29.644;38.1856;36.249;126.2244;26.079;151.9547;36.64;98.886;45.841;21.5546;30.93;176.2132;38.32;49.3475;38.927;22452.771;#N/A N/A;25.4219;34.797;582.74;38.071;9.2075;17.329;128.8643;37.823;90.15;27.795;50.5654;28.688;10.642;31.102;116.7836;18.064;49.5076;41.217;154.3;43.117
27/04/2022;2.591;4180.25;3734.64;84.3463;30.132;38.5056;35.747;127.133;24.415;151.5284;36.818;98.9635;45.805;21.3676;34.404;177.3065;38.385;50.1043;37.548;22452.771;#N/A N/A;26.343;33.445;591.67;35.594;9.2566;17.162;128.0337;34.273;91.9654;28.455;50.1782;29.29;10.733;29.911;118.1807;18.587;48.0456;40.606;154.074;41.976
28/04/2022;2.6173;4283.5;3777.02;85.0877;29.292;39.9134;33.514;128.1827;22.37;153.5652;33.949;100.1458;44.195;21.3551;32.341;186.4333;31.892;50.6787;37.355;22452.771;#N/A N/A;26.4317;34.103;592.24;35.497;9.2648;16.51;130.1667;32.734;91.1289;25.535;50.4598;28.092;10.623;31.003;118.8037;18.394;47.7507;39.249;161.031;37.701
29/04/2022;2.7146;4127.5;3802.86;84.9779;29.157;40.2931;32.186;129.5143;22.847;155.1757;32.391;102.2778;42.902;21.1639;31.258;186.4333;31.011;51.3626;35.642;21683.124;#N/A N/A;26.4206;33.824;594.45;33.42;9.2632;16.658;129.959;32.113;90.0432;25.111;50.671;27.517;10.605;30.408;118.9358;17.589;45.7972;41.729;155.137;37.36
02/05/2022;2.7312;4151;3732.44;83.3578;32.097;40.084;34.185;127.697;25;152.9494;35.149;100.766;45.464;20.9353;35.325;181.9174;34.673;50.9614;38.729;21825.652;#N/A N/A;26.1876;36.58;582.07;36.719;9.2174;18.661;125.4666;37.048;89.9008;26.219;49.7206;31.529;10.514;29.757;118.747;18.347;46.4115;41.463;155.442;34.87
03/05/2022;2.7824;4169.25;3761.19;84.8772;29.757;41.6369;33.21;128.402;24.041;152.3336;34.368;103.2469;43.332;21.1888;31.026;184.4843;32.322;50.4325;37.728;22186.72;#N/A N/A;26.4983;33.938;576.22;36.051;9.3761;17.854;123.6357;36.555;90.4347;24.77;50.671;30.327;10.738;27.561;118.2751;18.423;47.7077;39.754;156.937;33.068
04/05/2022;2.6421;4295.25;3724.99;83.5866;30.009;41.6582;32.199;128.1044;23.08;150.6284;34.118;99.4093;44.078;20.9145;33.018;181.1568;33.044;50.0222;36.915;22329.247;#N/A N/A;26.4539;32.795;569.31;34.396;9.4154;17.446;122.2389;36.232;88.7439;24.051;50.7942;28.739;10.889;39.47;117.0291;18.487;49.4094;34.922;163.373;29.007
05/05/2022;2.7034;4143.25;3696.63;83.3486;30.614;42.2469;32.31;128.4177;23.432;150.2495;34.841;105.6502;40.03;20.5114;31.367;180.016;34.226;49.3566;37.947;22329.247;#N/A N/A;26.0988;34.697;550.79;38.593;9.4973;18.588;122.0879;38.089;89.0108;24.478;50.2662;29.617;10.958;42.898;117.8031;18.217;48.279;39.051;154.271;36.176
06/05/2022;2.7308;4119.5;3629.17;82.7353;30.718;43.1727;32.317;125.9737;24.259;146.8864;34.633;104.1772;41.685;20.2099;33.071;174.692;36.152;48.8095;37.658;22329.247;#N/A N/A;25.9879;33.966;539.18;39.114;9.4727;19.428;119.8606;38.061;89.8291;24.478;48.0134;32.006;10.99;42.249;116.4438;20.458;48.0579;38.431;155;35.219
09/05/2022;2.5938;3987.5;3526.86;81.7743;34.254;41.0695;37.049;122.8718;27.067;143.8549;37.462;100.514;45.944;19.7179;36.066;168.9878;39.182;47.2321;41.244;22329.247;#N/A N/A;25.2111;36.326;520.66;41.894;9.5284;19.122;115.0473;41.235;89.283;24.478;46.2886;35.716;10.683;45.017;113.6309;22.893;44.8266;45.398;149.855;39.628
10/05/2022;2.6124;3996.75;3554.8;81.3349;33.944;41.078;36.703;123.4828;25.937;136.5129;39.815;101.3668;45.862;19.9218;34.178;167.9896;39.291;47.3232;38.939;23089.392;#N/A N/A;25.5995;34.613;527.28;40.609;9.5938;17.691;116.9915;40.273;90.514;24.478;46.5878;37.541;10.738;43.727;113.2344;21.917;45.0354;43.568;152.27;37.742
11/05/2022;2.6371;3930.25;3647.87;83.312;31.921;42.9594;34.369;124.0468;24.814;139.0708;36.623;104.1578;43.646;20.3562;32.405;170.8417;36.615;48.2259;36.948;23089.392;#N/A N/A;26.0877;33.315;549.83;36.853;9.548;17.901;120.4268;36.748;90.6436;24.478;47.3094;35.322;10.985;40.896;114.9524;20.212;44.501;44.291;144.376;41.388
12/05/2022;2.5592;3927.25;3613.43;82.7262;31.632;42.1232;35.982;123.4671;25.445;137.4129;36.384;101.173;44.969;20.0858;34.044;171.5547;35.225;47.77;36.497;23089.392;#N/A N/A;26.0766;33.053;542.54;38.136;9.5595;18.279;120.8043;34.906;90.2086;24.478;46.887;35.804;11.054;41.457;114.8958;20.329;45.017;44.481;140.493;42.892
13/05/2022;2.578;4019.75;3703.42;84.7124;28.882;43.5822;34.227;127.2114;23.646;141.7233;33.59;103.0724;41.17;20.3961;30.735;175.1674;32.607;48.9189;34.35;23089.392;#N/A N/A;26.698;29.784;557.8;34.356;9.548;16.837;122.2011;32.793;92.3652;22.695;48.3478;33.525;11.246;39.202;115.6698;19.771;46.1043;39.545;144.977;37.167
16/05/2022;2.5698;4004.75;3685.34;84.7216;28.457;44.1197;32.861;127.4187;24.109;141.4391;32.149;102.5685;39.971;20.4271;30.417;175.8329;31.99;48.4174;33.631;23184.41;#N/A N/A;26.7979;30.999;551.75;34.066;9.5938;16.089;120.4457;32.709;92.5596;22.469;48.6294;32.953;11.365;37.946;116.4061;19.615;45.8463;40.049;143.43;37.178
17/05/2022;2.7003;4084.75;3741.51;85.0602;26.636;44.6487;31.581;130.0028;22.044;142.8602;30.904;104.9331;37.688;20.9103;27.391;178.3523;30.361;49.1651;31.707;23669.002;#N/A N/A;26.8555;30.422;566.24;32.383;9.5971;15.549;124.5018;32.074;92.4856;22.305;49.263;31.201;11.342;37.176;115.7264;18.401;46.9337;36.37;147.076;33.383
18/05/2022;2.6694;3922.75;3690.74;84.5843;26.405;44.5208;31.142;129.0138;22.19;138.8339;34.041;104.6036;37.768;20.764;28.335;172.9332;31.827;48.9554;31.791;23669.002;#N/A N/A;26.2908;31.152;555.11;33.535;9.566;15.367;121.8943;32.746;93.4112;21.496;48.3478;32.986;11.29;40.321;112.687;19.447;46.1965;39.532;138.778;39.396
19/05/2022;2.6073;3897.75;3640.55;83.074;28.554;43.9662;32.33;127.2911;24.091;137.9813;36.576;103.1112;38.639;20.4316;30.724;169.5582;34.245;47.8065;35.165;23669.002;#N/A N/A;26.5904;31.842;545.51;35.607;9.4514;16.861;120.5616;34.315;92.6151;23.04;47.8902;33.265;11.019;41.084;107.0233;24.874;46.5282;38.168;135.359;38.018
20/05/2022;2.5807;3899.5;3657.03;83.2571;27.715;44.1197;31.947;127.7058;22.659;138.8813;34.946;103.6151;36.818;20.4981;30.365;171.8399;32.075;47.378;34.209;23669.002;#N/A N/A;26.8094;31.772;534.09;36.462;9.4793;17.401;121.3149;33.236;94.6885;22.215;48.0486;31.083;11.166;39.713;106.8534;22.211;46.2272;38.608;135.595;37.731
23/05/2022;2.6204;3971.75;3708.39;82.2502;28.076;45.4678;31.914;129.7317;21.649;141.1076;33.544;103.8671;36.617;20.7685;28.413;174.9297;30.888;48.4083;32.765;23669.002;#N/A N/A;27.1667;31.307;538.22;34.193;9.5726;15.5;123.1691;32.285;95.9843;21.721;47.9078;31.846;11.38;38.818;108.2316;20.835;46.3562;37.486;141.035;36.452
24/05/2022;2.4787;3940.5;3647.56;81.2891;28.628;44.7511;32.445;128.2801;22.781;138.5971;34.879;99.5643;38.855;20.7153;28.834;172.6956;31.413;47.5786;34.678;23669.002;#N/A N/A;26.844;31.792;529.49;35.018;9.6691;15.075;119.8084;34.621;95.9103;22.265;44.3525;42.357;11.1;39.856;108.3071;20.367;45.7788;37.787;138.325;38.707
25/05/2022;2.4919;3976.75;3677.1;81.9665;27.104;46.031;31.886;128.4556;21.409;139.4497;33.018;101.5219;37.06;20.9547;27.147;173.4561;30.603;48.463;32.091;23669.002;#N/A N/A;27.1898;30.211;528.72;33.746;9.6249;15.837;118.7847;32.695;96.0028;21.529;44.5285;38.455;11.589;36.574;107.8351;20.098;45.7849;37.471;138.483;37.064
26/05/2022;2.4758;4055.75;3740.31;84.2914;24.777;47.0292;30.238;129.285;20.53;140.6339;31.482;105.689;34.367;21.2428;25.77;175.2625;29.155;49.4843;29.649;23669.002;#N/A N/A;27.6739;28.036;548.1;31.387;9.6413;14.715;120.89;30.454;95.8918;20.452;45.3733;32.633;11.694;35.405;107.8351;20.098;47.3084;35.082;141.696;35.068
27/05/2022;2.4758;4155.75;3808.86;84.8772;24.259;46.8244;28.711;132.1243;18.982;144.6601;29.342;108.4024;32.095;21.5176;23.605;177.4016;28.027;50.2958;27.223;22994.374;#N/A N/A;27.7315;27.437;569.41;30.508;9.5791;15.242;123.4202;29.478;94.7625;20.685;45.5493;32.486;11.755;34.272;110.0439;18.725;48.3835;31.704;147.471;32.369
30/05/2022;2.4758;4155.75;3841.62;83.9344;25.333;47.0804;28.376;131.6458;19.145;146.596;30.668;109.0614;32.558;21.3847;24.482;177.2114;29.162;50.9523;28.191;22994.374;#N/A N/A;28.1349;26.843;583.99;30.937;9.4891;15.599;127.0706;28.351;92.9484;21.666;45.8661;32.198;11.523;35.995;110.4026;18.317;48.3835;31.704;147.471;32.369
31/05/2022;2.5565;4131.25;3789.21;82.0855;26.322;47.4302;28.262;129.8752;19.867;144.5252;30.637;105.4176;34.241;20.8438;26.267;171.6023;30.4;50.2411;28.423;23825.782;#N/A N/A;27.9505;27.213;573.05;32.214;9.5333;15.389;124.6177;29.779;91.9857;22.655;44.7749;33.132;11.451;36.124;110.4404;17.926;48.0947;34.42;146.682;34.539
01/06/2022;2.6416;4099;3759.54;81.7468;26.306;46.176;28.348;127.3868;21.022;142.8396;30.986;104.9137;33.737;20.835;24.852;169.6752;32.276;49.8672;28.522;24172.598;#N/A N/A;27.9505;26.621;573.63;31.365;9.5185;15.871;123.1884;30.34;92.0505;21.85;45.1093;32.372;11.779;34.86;108.628;18.2;47.6217;35.176;146.554;33.9
02/06/2022;2.6296;4175.25;3795.13;82.2045;24.819;46.2187;27.818;129.3329;19.788;146.4034;28.808;105.5921;32.318;20.8172;24.152;172.2766;29.502;52.2562;26.382;23749.768;#N/A N/A;28.2963;25.244;583.51;29.379;9.4514;16.81;126.3174;27.986;91.9395;21.201;45.1445;31.912;12.078;32.725;108.3071;17.644;47.9166;32.475;149.018;31.679
03/06/2022;2.6525;4107;3783.66;82.5065;24.025;46.4832;27.097;129.0457;19.716;146.7887;28.223;105.3207;32.457;20.8394;23.571;173.3847;29.231;51.782;26.343;23545.479;#N/A N/A;28.1119;25.073;584.47;29.581;9.458;15.11;125.5255;28.439;92.6151;20.843;44.9333;32.101;12.126;31.917;108.4581;17.693;47.2838;32.777;143.272;34.206
06/06/2022;2.7262;4120.5;3838.42;83.6781;23.54;47.3449;27.29;130.0714;21.277;146.2108;28.485;107.8985;31.704;21.1852;22.72;175.6008;27.704;51.3783;29.924;23545.479;#N/A N/A;28.3885;24.842;588.98;29.984;9.4007;15.919;126.5105;28.226;92.7077;20.869;45.6725;31.295;12.083;32.794;108.4581;17.693;47.3023;32.46;144.021;33.62
07/06/2022;2.7265;4158.75;3806.74;83.0191;23.677;47.5326;26.802;129.1064;21.615;145.1513;29.256;106.8519;32.339;20.999;23.519;173.6737;28.339;52.3077;29.549;23545.479;#N/A N/A;28.1003;24.849;583.8;30.48;9.4092;15.983;125.3323;28.297;92.5504;20.694;44.8805;32.367;12.705;31.786;107.4576;18.809;47.9166;31.584;146.554;31.749
08/06/2022;2.7739;4114;3788.93;83.0374;23.792;48.2237;26.282;126.5095;22.268;143.562;28.942;104.9719;32.775;20.6887;24.237;171.9876;28.202;52.2702;28.571;22994.374;#N/A N/A;27.8813;25.63;577.37;30.663;9.1989;17.13;123.3429;28.659;91.7358;20.96;43.9037;32.867;12.919;30.671;106.0794;19.119;47.4005;32.243;145.815;31.487
09/06/2022;2.8113;4016.25;3724.45;83.1106;23.529;47.5326;27.418;124.4741;22.986;140.3835;29.864;102.1421;33.916;20.7552;23.675;170.0124;28.36;51.9698;29.214;23279.428;#N/A N/A;27.9159;25.295;563.84;30.396;9.2023;17;122.6476;28.336;90.9491;21.303;43.3053;32.948;12.539;31.721;104.3426;19.136;45.9385;34.682;140.572;33.991
10/06/2022;3.0632;3899;3599.2;80.7125;26.381;46.5002;29.356;122.0527;23.67;136.7716;32.145;98.8472;35.768;20.0193;28.216;163.6532;31.563;49.4633;33.015;23279.428;#N/A N/A;27.0861;28.287;549.73;33.211;9.1599;18.331;119.2675;33.044;89.6625;22.889;41.5453;35.74;12.349;32.935;103.9272;20.733;43.7577;38.036;135.142;36.52
13/06/2022;3.3541;3750.5;3502.5;78.7171;30.508;45.519;32.481;121.3158;26.891;131.6186;36.17;94.5057;40.329;19.607;31.87;163.1714;33.97;46.9943;38.665;23279.428;#N/A N/A;25.8067;33.44;527.76;37.334;9.243;19.145;115.5398;36.531;88.7369;25.644;40.7445;38.461;11.888;36.714;104.5314;22.126;41.6014;45.759;129.968;41.775
14/06/2022;3.4267;3736.75;3475.18;76.6027;31.714;46.1419;32.498;118.4206;26.922;129.5478;36.032;93.3815;41.467;19.8508;30.237;159.7028;34.726;45.2858;39.589;23279.428;#N/A N/A;25.0344;33.854;522;35.071;9.2107;18.664;112.971;37.751;87.1449;26.648;40.5597;38.539;11.903;35.492;102.5302;22.242;41.8041;43.03;130.835;39.782
15/06/2022;3.1908;3789.25;3532.32;78.3327;30.434;45.6726;32.693;120.0524;25.71;130.848;34.196;93.4688;42.634;20.4404;29.399;163.2196;32.571;45.788;37.216;23279.428;#N/A N/A;25.6914;31.5;529.49;33.717;9.226;18.307;115.9068;35.302;86.9598;25.303;41.0613;36.305;11.665;36.904;101.7184;22.231;42.4492;39.24;133.467;36.391
16/06/2022;3.0933;3668.25;3427.91;77.5821;31.253;44.3416;34.894;115.5255;29.066;129.2106;34.911;90.1254;43.537;20.0326;30.83;159.9436;35.253;42.7981;41.875;21906.417;#N/A N/A;25.099;34.072;517.59;35.339;9.2548;19.992;113.3573;37.628;86.571;26.759;39.7237;37.054;11.233;38.982;100.5291;23.745;40.1086;45.538;128.174;40.163
17/06/2022;3.1785;3663.76;3438.46;77.8109;29.366;42.0976;38.406;113.5252;28.159;134.1229;32.945;91.2108;41.564;19.9395;29.431;162.3524;32.755;43.0046;39.449;21906.417;#N/A N/A;25.6476;32.066;522.67;34.243;9.2752;18.766;111.8121;36.069;87.1634;24.859;40.1461;34.926;11.309;37.139;100.6235;22.081;40.5448;41.456;129.653;36.716
20/06/2022;3.1785;3663.76;3469.83;77.8659;28.762;42.8741;36.569;111.7003;29.042;135.4232;32.13;93.9824;40.219;20.139;27.902;162.2561;32.828;41.2867;40.353;22386.258;#N/A N/A;25.6061;31.6;520.56;34.327;9.3532;18.052;110.1124;36.219;88.4962;25.345;41.3605;33.787;11.66;35.63;101.3597;20.89;40.5448;41.456;129.653;36.716
21/06/2022;3.1963;3767.75;3494;77.3167;28.803;43.6608;35.703;115.1043;27.028;135.7121;31.706;93.1102;40.18;20.0681;27.429;165.1948;32.429;42.3099;39.799;22386.258;#N/A N/A;25.643;31.307;531.12;34.484;9.2735;17.556;110.5953;35.467;87.404;24.943;41.8269;32.327;12.192;36.754;101.3409;19.981;40.3912;39.732;133.9;35.345
22/06/2022;3.0559;3762.75;3464.64;78.3601;28.07;42.4029;38.676;114.2095;27.139;134.5081;31.933;90.0866;42.599;19.8774;28.001;168.5189;32.005;41.0473;42.267;22367.255;#N/A N/A;24.8961;33.758;529.39;35.073;9.4261;18.015;108.9342;36.892;88.4314;24.864;41.3077;33.701;11.637;39.084;103.191;21.168;39.6479;40.029;133.388;35.695
23/06/2022;3.0145;3799.75;3436.29;77.9849;28.867;41.5815;39.836;113.8059;27.538;136.3382;31.414;88.1097;43.599;19.4696;29.023;168.1817;33.135;39.3763;45.073;22367.255;#N/A N/A;23.7942;37.172;543.11;35.569;9.3634;18.441;108.1617;37.073;88.6258;24.435;39.6005;36.674;11.162;40.516;102.3981;21.665;39.3592;40.679;136.265;35.308
24/06/2022;3.0632;3916.25;3533.17;80.3189;27.766;42.8438;37.384;118.3504;25.886;141.1541;30.79;89.6408;42.454;19.9173;27.505;171.8431;31.88;40.5967;42.145;22818.59;#N/A N/A;24.1999;34.542;563.65;34.053;9.4176;17.98;112.7392;34.868;93.0779;24.076;41.0173;33.464;11.603;38.263;105.3809;20.644;41.2083;39.082;139.606;33.389
27/06/2022;3.1212;3903.75;3538.88;78.8727;28.395;43.2285;37.661;117.3327;25.809;138.0237;32.627;90.3289;41.268;19.5361;27.477;174.3964;31.449;40.1649;41.747;22818.59;#N/A N/A;24.3982;33.768;556.74;34.196;9.4414;17.459;113.2221;33.795;92.1801;24.91;41.1933;34.482;11.694;38.646;106.2682;20.401;41.0299;41.661;139.606;36.277
28/06/2022;3.1096;3825.5;3549.29;80.2457;27.572;43.7905;35.919;117.5433;25.43;138.9869;32.549;92.0054;39.798;19.7622;26.864;168.3262;33.853;40.071;40.22;22818.59;#N/A N/A;24.5411;33.891;565.28;33.397;9.5737;17.921;113.5697;33.47;91.9765;24.912;41.4133;34.099;12.045;37.386;104.437;20.078;40.5194;43.458;135.447;38.358
29/06/2022;3.0385;3821.25;3514.32;79.1931;28.89;44.0585;35.692;115.6834;27.654;137.5903;34.006;89.3598;42.285;19.5051;28.407;162.8342;36.802;38.9867;42.931;22818.59;#N/A N/A;24.3798;35.961;565.18;34.155;9.5448;18.896;111.5803;35.646;93.3741;24.812;40.7093;35.116;11.722;38.052;106.0983;20.248;39.1725;46.19;137.211;38.649
30/06/2022;2.9533;3789.5;3454.86;77.7652;30.269;43.5484;36.798;112.4022;30.289;137.6385;34.957;89.5924;42.519;19.2036;30.011;157.4867;40.314;38.4375;44.409;22101.204;#N/A N/A;23.951;37.976;558.18;35.591;9.5143;19.299;109.0308;38.185;89.1719;26.58;41.0613;33.988;11.299;39.799;105.1921;21.303;39.1602;46.23;134.738;40.261
01/07/2022;2.8329;3827.25;3448.31;78.5798;29.839;43.3582;37.036;111.367;29.779;138.5535;34.145;92.2962;41.403;19.2613;29.407;155.8487;39.787;38.5267;43.514;22101.204;#N/A N/A;24.1308;36.709;556.55;34.005;9.5652;18.638;107.447;37.861;90.2641;26.307;40.9909;35.594;11.195;39.952;106.4381;20.382;39.0802;45.166;136.916;37.621
04/07/2022;2.8329;3827.25;3452.42;79.0832;30.627;45.3294;37.073;112.2969;29.919;134.6526;36.252;90.513;42.073;19.3145;28.948;151.5611;42.206;38.1606;43.575;22994.374;#N/A N/A;23.9925;37.375;561.63;34.504;9.5822;18.815;108.1617;37.157;91.0231;25.883;40.5734;38.321;11.732;40.922;107.1555;19.612;39.0802;45.166;136.916;37.621
05/07/2022;2.8184;3834;3359.83;75.8796;33.593;42.4201;42.399;107.419;34.279;134.3637;36.869;86.656;47.046;18.0688;36.476;149.7304;43.543;37.1092;46.828;23374.446;#N/A N/A;23.0473;42.209;548.87;37.087;9.4482;20.866;108.3355;39.465;89.8939;26.854;38.5229;43.798;11.285;42.08;106.5136;21.122;38.1515;46.938;139.508;38.238
06/07/2022;3.0018;3848.25;3421.84;77.4906;32.175;41.1881;44.088;110.9458;32.124;137.9756;35.798;89.7959;46.009;18.3392;34.817;153.2954;41.663;37.7194;45.085;24182.1;#N/A N/A;23.7804;39.875;573.44;35.579;9.3396;20.072;112.2757;37.237;90.6159;26.395;39.8033;40.753;10.805;43.921;108.5148;20.614;37.8686;46.439;140.848;36.943
07/07/2022;3.0141;3905;3488.5;79.0558;30.904;42.6882;40.141;112.0688;30.556;137.494;35.643;91.7535;43.179;18.818;32.944;158.113;39.317;39.1698;42.514;23783.024;#N/A N/A;24.5549;38.105;583.03;33.43;9.109;21.281;112.1984;35.946;91.8839;26.31;39.7013;40.194;11.228;41.864;107.9673;20.326;38.7481;44.431;144.228;34.813
08/07/2022;3.1047;3901.25;3506.55;80.7125;28.956;42.5974;39.162;112.7005;29.41;138.3609;34.526;93.0714;41.703;19.1549;31.413;161.3889;37.165;40.3526;40.42;23802.028;#N/A N/A;24.9468;37.003;582.36;33.12;8.9852;22.465;113.2221;35.379;91.9395;25.92;41.0559;38.2;11.523;44.53;108.2127;19.806;38.9018;43.553;144.908;33.717
11/07/2022;3.0718;3856.75;3471.69;79.01;30.824;42.2948;39.722;112.525;28.893;140.2391;35.079;93.7207;42.14;19.0086;32.271;160.1363;38.926;38.9867;43.087;24191.602;#N/A N/A;24.3244;39.976;579.87;34.996;8.992;21.845;111.8894;36.147;92.6892;25.908;40.4157;40.509;11.38;45.989;108.7224;19.928;38.0777;45.898;142.77;36.059
12/07/2022;3.0491;3823.75;3487.05;80.2091;29.742;41.7285;40.512;112.139;28.863;141.0578;35.879;97.3548;41.606;19.2834;31.768;158.5465;39.361;39.1651;42.227;24191.602;#N/A N/A;24.2461;40.273;586.01;34.893;9.1361;21.516;112.0825;36.579;92.6151;27.226;41.3342;39.851;10.672;48.603;109.1566;19.994;38.7604;47.237;143.745;37.499
13/07/2022;3.1547;3804.5;3453.97;79.3212;31.078;41.7977;40.723;110.437;30.011;141.6357;36.711;98.1495;44.165;18.9155;31.241;156.8122;40.29;38.6394;42.987;24191.602;#N/A N/A;24.1031;40.575;581.69;35.133;9.0903;22.472;110.8271;37.801;91.8376;27.335;40.7961;40.622;10.525;49.734;107.4387;19.974;38.1392;47.5;143.381;37.517
14/07/2022;3.1321;3793.25;3396.61;78.0123;32.992;39.848;43.6;109.1737;30.53;140.6243;38.063;96.5408;46.841;18.3968;34.708;154.0662;40.709;38.2169;43.643;24191.602;#N/A N/A;24.1907;39.797;581.88;35.815;8.9309;24.119;109.2626;39.451;91.1434;27.584;40.0074;41.871;9.917;51.321;106.7213;20.385;37.5733;47.502;146.318;37.04
15/07/2022;3.1201;3865;3477.2;80.3372;30.98;41.0973;41.373;111.4371;28.152;145.5847;35.27;100.514;46.32;18.5742;32.332;159.1247;38.345;39.1041;41.223;24191.602;#N/A N/A;25.039;37.156;583.8;33.627;8.9479;23.722;113.5311;36.57;92.7447;26.999;41.093;39.762;9.499;51.995;108.7602;18.669;38.662;44.71;147.993;34.041
18/07/2022;3.1744;3833.75;3511.86;80.3921;30.911;42.057;40.434;111.4196;28.276;143.9473;36.335;101.1149;45.482;18.7204;31.441;159.3655;37.218;39.7659;41.943;24191.602;#N/A N/A;25.2972;36.24;589.46;33.957;8.9038;23.903;114.5548;36.757;92.4208;26.485;41.2878;39.986;9.608;52.166;108.4959;19.295;39.1663;44.899;144.938;36.246
19/07/2022;3.2374;3937.5;3587.44;82.3875;28.903;42.4504;39.146;113.2269;26.692;147.8;34.861;102.5685;43.4;18.9731;30.002;161.3889;35.714;40.6718;40.044;24191.602;#N/A N/A;25.7168;34.371;602.7;32.276;8.9428;22.713;116.9884;34.275;93.4852;24.8;43.0599;37.791;9.703;51.587;108.8168;18.354;41.0484;43.475;148.811;33.708
20/07/2022;3.2272;3962.5;3585.24;81.3898;30.347;42.5369;38.979;112.8233;27.322;147.8963;35.489;101.425;43.217;18.7914;30.894;160.9553;36.058;40.7704;39.821;24191.602;#N/A N/A;25.892;35.014;600.4;32.401;8.8461;23.383;118.3018;34.665;91.4859;25.368;43.7187;36.533;9.879;50.621;106.9101;18.835;41.7557;43.494;150.821;32.286
