Dates;USGG2YR Index;ES1 Index;SX5E Index;DG FP Equity;;TTE FP Equity;;AI FP Equity;;EL FP Equity;;AIR FP Equity;;CS FP Equity;;CAP FP Equity;;SGO FP Equity;;HENKEL HB Equity;;ML FP Equity;;MC FP Equity;;ORA FP Equity;;SU FP Equity;;SAN FP Equity;;PUB FP Equity;;TE FP Equity;;NESN SW Equity;;GE US Equity;;AAPL US Equity;
Dates;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D;PX_LAST;PUT_IMP_VOL_30D
05/04/2016;0.72;2038.75;2890.35;49.2563;19.058;22.8131;27.645;51.777;24.249;93.7089;24.54;50.0803;32.684;11.9528;30.589;70.3389;32.91;29.3942;27.737;#N/A N/A;#N/A N/A;16.1588;25.102;124.75;34.886;8.3681;31.968;41.3899;32.659;50.8151;26.492;44.0863;25.072;#N/A N/A;#N/A N/A;55.2882;17.746;132.8172;18.141;24.978;29.169
06/04/2016;0.7317;2060.25;2909.36;49.5302;19.29;23.1314;31.975;52.1665;20.217;95.0319;20.913;50.107;33.215;12.093;25.445;69.8707;32.527;29.3981;28.268;#N/A N/A;#N/A N/A;16.3337;23.924;125.39;28.988;8.4185;31.954;41.8247;24.947;52.5732;27.24;44.5797;24.653;#N/A N/A;#N/A N/A;55.9496;16.986;132.4742;17.753;25.24;28.797
07/04/2016;0.6878;2035;2871.57;49.34;20.256;22.9529;31.124;51.2504;21.16;94.194;26.26;50.3555;31.293;11.8644;30.069;69.2899;33.186;29.543;25.014;#N/A N/A;#N/A N/A;16.234;24.728;124.57;30.213;8.4185;29.567;41.2793;33.788;52.531;23.666;44.6512;23.971;#N/A N/A;#N/A N/A;55.9885;16.728;131.3166;18.671;24.689;31.427
08/04/2016;0.695;2040.75;2911.98;49.4693;20.256;23.8037;29.625;51.777;23.329;94.7673;26.26;51.0388;33.697;12.1417;30.598;69.5153;32.954;30.3147;25.014;#N/A N/A;#N/A N/A;16.6026;23.756;125;24.267;8.4423;27.915;41.9907;29.702;52.4396;46.609;45.0159;23.917;#N/A N/A;#N/A N/A;56.4554;16.128;132.0026;16.994;24.717;29.64
11/04/2016;0.6987;2034.5;2924.23;49.1346;20.426;23.9108;30.395;52.3366;21.879;93.4884;23.301;50.0093;32.517;12.3002;38.747;69.6714;35.135;30.2638;29.496;#N/A N/A;#N/A N/A;16.659;23.871;125.35;30.896;8.5402;27.755;42.3385;30.812;52.1864;26.054;44.7871;25.06;#N/A N/A;#N/A N/A;56.2546;18.898;131.6596;17.845;24.799;29.323
12/04/2016;0.7385;2055.75;2942.09;49.2639;15.996;24.3511;30.953;53.6807;23.415;94.0176;22.043;49.7609;32.46;12.6263;27.116;69.1859;35.305;30.3421;29.605;#N/A N/A;#N/A N/A;17.0558;23.15;127.28;22.027;8.7804;25.616;42.4413;30.971;52.2146;26.883;44.5511;24.657;#N/A N/A;#N/A N/A;56.3349;18.974;132.0883;17.069;25.122;28.365
13/04/2016;0.7464;2076;3039.19;49.378;20.711;25.3238;28.497;55.5185;23.296;97.0163;24.687;51.1276;30.116;13.443;32.742;70.859;32.271;31.3998;27.649;#N/A N/A;#N/A N/A;17.4149;22.121;132.64;22.707;8.9288;28.779;44.2041;30.579;53.4452;26.774;45.0946;24.437;#N/A N/A;#N/A N/A;57.1782;17.508;132.8172;16.695;25.485;28.561
14/04/2016;0.7663;2076.5;3060.86;50.0932;22.609;25.4725;27.578;55.5733;20.224;97.5014;21.841;50.4708;28.117;13.4248;27.579;70.8243;34.842;31.5721;26.879;#N/A N/A;#N/A N/A;17.4469;21.842;131.74;23.387;8.9525;27.039;44.7337;26.798;54.3594;32.463;45.0803;24.346;#N/A N/A;#N/A N/A;58.3025;14.478;132.9887;16.423;25.499;27.51
15/04/2016;0.7335;2075;3054.34;50.1769;18.655;25.3119;29.485;55.7654;22.316;95.6052;20.35;50.2135;32.177;13.4979;37.375;69.6107;35.958;31.3136;28.339;#N/A N/A;#N/A N/A;17.319;22.146;130.8;22.055;8.9821;30.159;44.5677;28.884;54.4649;19.796;44.4081;24.691;#N/A N/A;#N/A N/A;58.3828;13.806;133.0315;16.21;24.987;28.865
18/04/2016;0.7414;2086.75;3064.03;50.253;19.843;25.1334;34.273;56.2591;22.47;95.8256;20.469;50.4442;30.321;13.4674;26.712;69.5933;38.037;31.5878;46.505;#N/A N/A;#N/A N/A;17.4883;23.269;130.67;21.572;8.9347;27.011;44.1645;32.491;54.4227;14.026;44.4939;25.067;#N/A N/A;#N/A N/A;58.3025;13.638;133.1601;16.134;24.448;29.814
19/04/2016;0.7574;2093.75;3112.99;50.3519;21.976;25.5142;29.921;57.6032;23.311;98.0306;23.912;50.9235;32.162;13.6533;25.494;70.6943;37.702;31.627;27.049;#N/A N/A;#N/A N/A;17.7402;25.289;133.63;23.469;9.0355;26.905;44.1092;34.958;54.6477;20.468;47.4687;21.493;#N/A N/A;#N/A N/A;59.3866;13.101;133.546;15.691;24.319;29.225
20/04/2016;0.7937;2098;3142.52;49.8802;19.164;25.7879;24.388;58.2341;21.015;98.5597;24.473;50.9944;31.903;13.8453;27.698;69.2466;38.606;31.8659;26.426;#N/A N/A;#N/A N/A;17.7101;25.696;134.54;21.499;9.0029;25.058;44.6388;35.602;54.8376;21.715;47.0754;21.987;#N/A N/A;#N/A N/A;59.3063;13.195;133.546;15.238;24.369;27.179
21/04/2016;0.8058;2082.75;3151.69;48.8759;23.553;25.9693;27.747;58.1518;20.993;101.1174;15.3;51.6334;35.456;13.8545;26.611;68.7438;38.964;31.8855;26.753;#N/A N/A;#N/A N/A;17.9603;20.759;132.45;22.802;8.8872;31.146;46.7178;27.17;55.2877;19.735;46.4175;21.518;#N/A N/A;#N/A N/A;58.9048;14.226;132.8172;16.367;24.105;28.022
22/04/2016;0.8178;2086;3141.12;49.4617;15.157;26.0734;25.76;57.5483;23.38;101.8671;21.415;51.6246;32.803;13.9368;26.862;68.5011;38.743;31.8933;23.712;#N/A N/A;#N/A N/A;18.1088;19.733;130.41;24.35;8.8665;30.886;46.9945;27.331;55.2103;21.64;46.4175;21.758;#N/A N/A;#N/A N/A;58.1017;14.977;131.874;14.835;24.039;26.883
25/04/2016;0.8299;2083.25;3117.62;49.8193;20.338;25.9515;27.892;58.0146;22.996;101.6466;20.402;52.0417;32.521;13.8088;31.859;68.2237;42.181;31.7641;24.385;#N/A N/A;#N/A N/A;18.0938;19.873;129.58;25.345;8.7715;27.543;46.37;43.458;55.3228;19.524;46.2817;22.594;#N/A N/A;#N/A N/A;58.1418;15.043;131.531;15.639;23.902;27.772
26/04/2016;0.8608;2088.5;3121.29;50.5331;19.139;26.0199;28.041;55.2168;22.372;100.5442;26.583;51.6778;36.278;13.9215;25.234;68.1196;43.506;31.7053;27.341;#N/A N/A;#N/A N/A;18.0505;20.977;128.49;24.028;8.8872;24.399;46.1566;26.098;54.5211;26.282;46.6178;22.041;#N/A N/A;#N/A N/A;58.1418;14.818;132.4742;14.793;23.736;28.884
27/04/2016;0.8173;2090.75;3130.43;51.053;21.924;26.7517;25.092;54.8327;22.442;100.7206;18.755;51.8819;32.14;13.8514;25.876;72.4974;32.471;32.1675;29.401;#N/A N/A;#N/A N/A;18.3401;20.609;128.19;23.014;8.8754;24.487;46.6309;21.472;54.1484;22.632;46.9896;21.156;#N/A N/A;#N/A N/A;58.2623;14.655;132.6028;14.511;22.251;22.08
28/04/2016;0.7816;2072.5;3125.43;51.2081;19.397;26.8439;24.272;55.0796;21.627;101.4261;21.939;49.4946;27.38;13.9154;32.872;71.7952;32.196;31.8816;23.649;#N/A N/A;#N/A N/A;17.9734;22.819;130.1;8.7;8.8101;23.459;46.457;28.324;53.5788;22.948;46.9396;21.176;#N/A N/A;#N/A N/A;58.2221;14.937;132.4742;14.885;21.571;24.413
29/04/2016;0.7816;2059;3028.21;50.6185;23.914;26.1359;27.444;54.3116;21.316;99.7063;21.019;48.4651;27.148;13.4187;31.842;70.6769;32.559;31.3332;27.281;#N/A N/A;#N/A N/A;17.1404;24.435;126.36;26.017;8.5906;26.576;44.9313;25.001;50.7097;28.617;46.2173;21.728;#N/A N/A;#N/A N/A;57.4191;16.3;131.8311;15.734;21.323;25.159
02/05/2016;0.7896;2074.25;3032.6;50.3857;20.247;26.1359;27.981;54.4707;22.23;100.7206;20.366;49.3197;29.883;13.6046;28.374;70.781;32.86;31.4781;26.149;#N/A N/A;#N/A N/A;17.3134;24.174;128.23;21.603;8.7775;27.776;44.8286;29.492;50.6534;26.679;46.296;22.479;#N/A N/A;#N/A N/A;57.66;16.148;132.4313;15.029;21.3;23.752
03/05/2016;0.754;2057;2974.2;50.8202;18.429;25.419;28.618;53.5216;23.431;99.6622;22.192;48.6924;32.821;13.44;33.933;70.1915;33.744;30.9415;21.787;#N/A N/A;#N/A N/A;17.0746;24.991;126.01;29.668;8.7923;26.414;43.8721;35.674;50.3862;29.206;45.3949;23.495;#N/A N/A;#N/A N/A;57.138;17.135;131.3166;15.815;21.65;22.509
04/05/2016;0.7381;2047;2938.75;50.021;20.729;25.0769;28.194;52.2762;25.049;98.4274;23.988;48.4106;31.85;13.3516;28.747;69.2032;32.172;30.111;27.163;#N/A N/A;#N/A N/A;16.9298;25.019;125.09;27.257;8.469;28.46;43.4057;30.232;49.3173;23.884;45.1089;23.215;#N/A N/A;#N/A N/A;56.616;17.778;128.9158;17.319;21.425;22.7
05/05/2016;0.7182;2044;2940.35;49.8969;21.807;25.3119;27.551;52.2543;24.46;99.133;22.732;49.1106;30.994;13.1931;28.49;68.8652;31.586;30.1541;26.93;#N/A N/A;#N/A N/A;16.958;24.801;125.75;26.436;8.5164;28.067;44.0538;30.076;50.0346;24.736;45.6238;22.719;#N/A N/A;#N/A N/A;56.616;17.778;128.1441;17.745;21.338;23.544
06/05/2016;0.734;2052.75;2936.84;49.4624;20.662;25.5469;26.444;52.3695;23.702;99.0007;21.914;49.1197;29.698;13.1193;29.99;68.3884;31.326;29.9857;26.716;#N/A N/A;#N/A N/A;16.9899;23.336;125.14;26.647;8.4304;27.229;44.1194;29.988;49.5071;24.543;45.4521;22.959;#N/A N/A;#N/A N/A;57.0176;16.727;129.1302;16.973;21.219;23.218
09/05/2016;0.706;2054.25;2955.83;49.5943;20.404;25.0352;27.961;52.2708;23.818;101.4261;22.212;49.4379;30.084;13.2734;30.524;70.3302;30.006;30.0523;26.404;#N/A N/A;#N/A N/A;16.9843;23.732;126.75;26.91;8.6351;27.842;44.1686;30.013;50.4987;24.029;45.6953;22.985;#N/A N/A;#N/A N/A;57.3789;16.391;128.0584;17.708;21.235;22.524
10/05/2016;0.722;2077.5;2978.97;49.7262;19.92;25.3833;26.55;52.4902;22.916;101.1615;20.686;50.5016;28.371;13.4179;28.656;70.6076;29.447;30.2246;25.438;#N/A N/A;#N/A N/A;17.2212;23.406;129.62;26.387;8.6766;26.658;44.8987;29.202;51.6131;24.872;45.445;22.726;#N/A N/A;#N/A N/A;58.0615;15.686;130.6736;16.407;21.379;21.512
11/05/2016;0.7279;2058;2956.71;50.0909;18.894;25.5142;26.348;52.2872;22.871;100.6324;20.797;50.447;29.017;13.3826;28.465;70.7896;29.011;30.1619;25.421;#N/A N/A;#N/A N/A;17.1216;22.645;127.53;26.537;8.7211;26.198;45.0792;28.899;50.9459;25.462;44.9802;22.849;#N/A N/A;#N/A N/A;58.4229;15.648;130.0734;16.178;21.171;21.699
12/05/2016;0.754;2058.75;2935.46;50.1374;19.141;25.4428;26.047;52.0129;22.894;98.9566;21.701;50.2106;29.678;13.2863;28.301;70.0961;29.435;30.0053;25.387;#N/A N/A;#N/A N/A;17.0294;23.246;126.05;27.312;8.816;26.36;44.7921;28.635;50.6673;26.406;45.0874;22.649;#N/A N/A;#N/A N/A;58.3025;15.927;129.0016;16.896;20.675;23.141
13/05/2016;0.7459;2043.5;2956.63;50.5021;19.236;25.4755;25.616;52.781;21.953;99.6622;21.316;50.1288;28.085;13.3087;29.267;70.6509;28.857;30.1502;24.286;#N/A N/A;#N/A N/A;17.084;22.699;126.57;26.845;8.9554;26.126;44.9233;28.198;51.3051;25.406;45.1589;22.152;#N/A N/A;#N/A N/A;58.6237;15.516;127.0723;18.233;20.716;23.255
16/05/2016;0.7863;2062.75;2951.39;50.8357;18.932;25.6718;25.792;52.7042;22.542;99.7945;21.964;49.8834;28.67;13.2124;30.243;69.9228;30.471;30.1345;24.712;#N/A N/A;#N/A N/A;16.9316;25.108;126.31;26.86;8.9169;26.377;44.9972;29.113;51.0705;25.571;45.116;22.341;#N/A N/A;#N/A N/A;58.6237;15.516;128.4442;17.658;21.485;21.588
17/05/2016;0.8309;2043.5;2938.09;50.5331;19.578;25.6242;26.182;52.6603;22.26;99.358;22.165;49.2561;29.013;13.2477;29.264;70.1742;29.991;29.9583;24.197;#N/A N/A;#N/A N/A;16.8773;25.018;125.36;27.647;8.9347;25.892;45.2925;28.474;51.1365;25.689;45.5165;22.076;#N/A N/A;#N/A N/A;58.4229;16;127.3724;18.164;21.395;21.457
18/05/2016;0.8918;2041.5;2956.43;50.7116;19.424;25.6778;26.132;52.9401;20.921;100.3824;22.155;48.3742;29.139;13.2959;28.321;70.4256;29.023;30.0327;24.297;#N/A N/A;#N/A N/A;16.8579;24.732;126.1;27.077;8.9881;23.982;45.834;27.786;51.4004;24.602;45.6524;23.019;#N/A N/A;#N/A N/A;58.5434;15.813;126.9437;17.801;21.64;21.252
19/05/2016;0.8819;2038.75;2919.22;50.5486;19.485;25.065;27.83;52.5231;20.809;99.9815;22.181;48.4833;29.89;13.3922;28.77;69.5327;29.322;29.9778;24.416;#N/A N/A;#N/A N/A;16.7744;24.84;123.83;27.152;8.8694;23.27;45.5058;26.755;50.5867;24.691;45.4164;21.954;#N/A N/A;#N/A N/A;58.0214;16.294;125.8719;17.961;21.558;21.226
20/05/2016;0.8763;2050;2962.16;51.2159;19.546;25.5856;26.392;53.3076;21.318;102.0302;20.862;49.4652;29.196;13.6394;27.612;70.8503;28.303;30.3813;22.57;#N/A N/A;#N/A N/A;17.1627;24.611;125.57;26.826;9.0207;23.007;46.1457;26.091;52.1849;23.01;46.3174;20.849;#N/A N/A;#N/A N/A;58.4631;15.202;126.7294;17.11;21.791;20.242
23/05/2016;0.8969;2045.25;2932.93;51.4797;18.739;25.2197;27.712;53.0709;24.189;102.0302;21.697;49.5833;30.729;13.5399;27.096;71.8559;29.473;30.2716;23.795;#N/A N/A;#N/A N/A;17.052;25.062;124.01;26.825;8.9169;24.142;46.0965;26.172;51.4664;24.526;46.0385;21.084;#N/A N/A;#N/A N/A;58.6237;15.552;126.4293;16.209;22.068;20.834
24/05/2016;0.9094;2075;3010.12;52.5582;19.381;25.651;24.988;54.4068;22.247;103.4108;20.963;50.9107;30.526;14.1596;24.365;73.685;26.668;30.8435;22.846;#N/A N/A;#N/A N/A;17.4268;23.72;126.01;25.344;9.0237;21.896;46.884;24.775;52.6395;22.445;46.6392;20.574;#N/A N/A;#N/A N/A;59.1055;14.674;127.9726;14.975;22.405;19.75
25/05/2016;0.9185;2087.25;3061.6;52.3021;20.876;26.2192;24.593;54.7619;21.458;104.1233;20.279;50.9743;27.552;14.3587;24.59;73.529;25.992;30.9924;22.153;#N/A N/A;#N/A N/A;17.6055;23.798;124.96;24.783;9.1008;22.082;47.5977;24.022;53.9738;23.034;46.1744;20.083;#N/A N/A;#N/A N/A;58.9449;14.008;129.0016;15.615;22.798;19.708
26/05/2016;0.8671;2089.75;3071.21;52.6978;20.482;26.1954;24.761;55.3369;20.714;104.5241;20.457;50.9107;29.855;14.4935;24.476;74.5953;25.586;31.2901;21.843;#N/A N/A;#N/A N/A;17.821;23.12;125.23;24.274;9.2491;21.41;47.6388;23.012;53.8638;23.713;46.2602;20.688;#N/A N/A;#N/A N/A;59.6275;13.324;128.7015;14.818;22.979;19.884
27/05/2016;0.9086;2097.25;3078.48;52.8996;20.174;26.118;23.63;55.0888;21.006;105.3258;19.935;50.9288;26.9;14.5802;23.812;74.5866;24.627;31.3802;21.129;#N/A N/A;#N/A N/A;17.724;23.244;126.31;23.184;9.175;22.073;47.8274;21.899;54.1057;23.502;46.1744;19.608;#N/A N/A;#N/A N/A;59.6275;12.927;129.1302;14.804;22.965;19.65
30/05/2016;0.9086;2097.25;3090.01;52.8763;17.265;26.0377;24.93;55.5793;21.232;105.3258;20.815;51.1834;27.335;14.577;24.792;75.4761;26.101;31.3528;21.422;#N/A N/A;#N/A N/A;17.823;23.354;126.62;23.63;9.2432;21.984;47.7372;22.656;54.1864;24.132;46.4247;20.859;#N/A N/A;#N/A N/A;59.5472;13.706;129.1302;14.804;22.965;19.65
31/05/2016;0.877;2095;3063.48;52.4418;17.343;25.9842;24.922;54.4124;22.038;104.5241;21.791;50.9288;29.483;14.4999;25.894;75.4761;25.641;31.4311;21.922;#N/A N/A;#N/A N/A;17.7375;23.223;125.44;22.914;9.2639;22.076;47.6716;22.385;54.0251;24.423;46.5248;19.386;#N/A N/A;#N/A N/A;58.9449;14.916;129.6018;14.944;22.853;19.467
01/06/2016;0.8988;2098;3038.77;52.1392;19.068;25.6004;26.266;54.5815;21.474;105.3258;21.007;50.8561;29.591;14.3779;27.124;74.8772;25.76;31.3018;21.969;#N/A N/A;#N/A N/A;17.9822;23.333;125.75;23.396;9.1957;22.822;47.3598;23.269;53.8638;24.858;46.5319;20.513;#N/A N/A;#N/A N/A;58.9449;15.398;129.0873;15.755;22.533;19.947
02/06/2016;0.8869;2103.75;3033.86;51.8211;19.189;25.1899;26.484;54.6774;21.721;105.2367;20.335;50.2743;29.092;14.3298;27.23;77.3432;26.122;31.2744;22.221;#N/A N/A;#N/A N/A;18.2211;22.984;126.57;22.468;9.1957;22.379;47.5813;22.935;53.7978;23.819;46.9324;19.761;#N/A N/A;#N/A N/A;58.9851;14.835;128.8301;15.295;22.364;20.101
03/06/2016;0.7716;2097.75;2997.55;51.7435;19.5;25.1632;24.826;53.6796;22.128;104.7913;20.352;48.5015;30.429;13.9702;28.076;76.9292;25.796;31.2;21.902;#N/A N/A;#N/A N/A;18.0036;23.506;126.49;22.417;9.1186;22.407;46.7692;23.724;53.1453;24.123;45.4738;22.249;#N/A N/A;#N/A N/A;58.9048;14.538;128.3585;14.22;22.409;19.087
06/06/2016;0.7953;2108.25;3001.9;51.8521;19.458;25.634;25.158;53.5274;22.612;105.8602;20.919;48.2106;30.74;14.0119;28.327;76.2599;26.779;31.6205;24.193;#N/A N/A;#N/A N/A;18.0269;23.853;126.49;22.848;9.1186;22.843;46.6297;25.014;53.0793;24.634;45.2759;23.137;#N/A N/A;#N/A N/A;59.0252;14.495;129.1302;14.145;22.572;18.825
07/06/2016;0.7833;2110.25;3040.69;51.9064;20.012;26.4187;22.762;53.6627;22.565;105.9938;20.514;48.647;30.027;14.0697;25.73;77.2551;26.036;31.9803;23.976;#N/A N/A;#N/A N/A;18.225;23.523;130.1;22.311;9.1957;22.43;46.7692;23.431;53.5779;23.506;45.1879;22.829;#N/A N/A;#N/A N/A;59.3866;14.104;129.2159;14.304;22.663;18.611
08/06/2016;0.7752;2118;3019.76;51.3245;19.351;26.1803;23.958;53.4316;22.667;105.1922;21.333;48.7379;30.275;13.8449;28.587;76.6738;26.516;31.8388;23.785;#N/A N/A;#N/A N/A;18.1376;23.79;128.49;23.228;9.2076;22.902;46.5395;24.383;53.2626;24.177;45.2979;23.197;#N/A N/A;#N/A N/A;58.9449;14.707;129.9447;14.276;22.643;18.04
09/06/2016;0.767;2114.25;2989.03;51.0452;22.051;25.8634;25.463;53.0483;23.682;105.4594;21.617;48.547;32.079;13.617;30.084;77.1758;27.138;31.673;25.334;#N/A N/A;#N/A N/A;17.891;24.74;126.92;24.44;9.0266;24.824;46.0308;24.998;53.0427;24.642;45.7157;23.585;#N/A N/A;#N/A N/A;58.6237;15.323;129.6446;14.228;22.805;18.032
10/06/2016;0.7265;2096.25;2911.11;50.1762;24.331;25.3835;28.444;52.541;27.227;103.4108;26.216;47.8742;34.476;13.0422;37.793;75.5201;29.51;30.8321;28.402;#N/A N/A;#N/A N/A;17.6579;26.646;124.27;27.358;8.7448;28.896;45.3089;29.549;51.6424;28.813;44.5429;25.264;#N/A N/A;#N/A N/A;57.9009;17.129;128.7872;15.817;22.618;19.974
13/06/2016;0.7143;2078.75;2853.52;49.3848;27.27;25.0394;31.224;51.8815;30.623;100.9168;29.323;46.6105;37.761;12.5831;40.845;74.1814;32.809;30.2903;33.557;#N/A N/A;#N/A N/A;17.1822;29.571;122.35;30.157;8.6618;32.797;44.2917;32.839;50.9459;30.824;43.8392;25.961;#N/A N/A;#N/A N/A;56.9774;19.438;127.8869;18.206;22.277;21.535
14/06/2016;0.7221;2074.5;2797.18;48.2443;31.045;24.1792;34.554;50.8781;33.434;98.6455;32.432;46.3469;39.166;12.3904;43.009;72.7899;34.538;29.6798;36.364;#N/A N/A;#N/A N/A;16.9433;31.663;119.39;32.588;8.4096;34.95;43.2416;35.754;49.3403;33.614;43.2749;26.432;#N/A N/A;#N/A N/A;56.2145;22.745;130.5021;16.964;22.304;21.596
15/06/2016;0.6696;2071.75;2830.3;48.5702;29.049;24.3965;33.714;51.4587;31.119;98.7791;32.039;46.9742;38.839;12.3744;45.565;73.2127;35.143;29.8294;36.532;#N/A N/A;#N/A N/A;16.8074;31.703;121.22;31.851;8.4007;34.805;44.1686;36.711;49.9342;32.991;43.8979;25.464;#N/A N/A;#N/A N/A;56.2948;22.622;131.1452;17.078;22.231;21.216
16/06/2016;0.6854;2079.25;2819.3;48.3607;33.03;24.4357;35.513;51.3291;33.918;98.1556;35.518;45.9014;41.572;12.4836;47.079;72.0237;37.093;29.5262;39.518;#N/A N/A;#N/A N/A;16.6423;34.084;119.83;34.052;8.5372;38.591;44.0373;39.382;49.6849;35.222;44.1398;28.91;#N/A N/A;#N/A N/A;56.0539;25.305;132.3547;16.518;22.325;21.482
17/06/2016;0.6927;2079.12;2849.17;48.8029;32.045;24.9066;35.103;51.47;31.583;98.2892;34.104;46.2105;39.335;12.6377;45.272;72.6754;36.797;29.9062;38.069;#N/A N/A;#N/A N/A;16.7452;32.911;119.74;32.694;8.4779;37.171;44.9151;37.404;49.7289;34.032;44.389;28.282;#N/A N/A;#N/A N/A;56.0137;24.437;132.1819;17.585;21.817;23.403
20/06/2016;0.7451;2074.25;2942.88;50.2771;28.365;25.7879;29.74;52.7326;28.064;102.0302;30.587;48.4651;34.425;13.1707;40.87;76.3744;31.641;31.1798;31.381;#N/A N/A;#N/A N/A;17.3666;29.374;125.31;28.607;8.7033;32.378;46.6297;35.988;50.9532;30.794;45.7816;26.854;#N/A N/A;#N/A N/A;57.138;21.018;133.1754;16.719;21.764;23.961
21/06/2016;0.763;2080.5;2967.34;50.2228;27.045;25.969;30.35;53.116;27.384;103.3217;28.687;49.4197;34.528;13.3376;38.789;76.6122;31.477;31.4587;29.421;#N/A N/A;#N/A N/A;17.221;29.14;124.7;29.514;8.8039;32.998;47.0399;33.454;51.3418;30.058;45.9795;26.282;#N/A N/A;#N/A N/A;57.7002;19.538;133.6506;17.486;21.949;23.867
22/06/2016;0.7433;2076.75;2978.31;49.9823;30.893;25.9751;31.607;53.3865;27.891;104.1679;29.75;49.5015;35.749;13.4243;40.819;76.5946;33.934;31.673;33.651;#N/A N/A;#N/A N/A;17.1278;29.749;124.31;31.168;8.685;38.328;47.0645;33.157;52.1776;31.14;46.3753;26.603;#N/A N/A;#N/A N/A;57.5797;21.623;132.9595;19.804;21.867;24.988
23/06/2016;0.7788;2105.75;3037.86;50.1607;25.96;26.3735;27.749;54.2208;24.513;105.3703;27.244;50.4834;32.338;13.8128;35.056;78.3912;29.498;32.3361;28.902;#N/A N/A;#N/A N/A;17.4657;27.198;125.92;28.942;9.0113;30.6;47.9013;29.312;52.7861;27.225;46.7565;24.922;#N/A N/A;#N/A N/A;58.1017;19.093;134.7305;17.235;21.993;23.864
24/06/2016;0.627;2018.5;2776.09;46.5451;31.41;24.5203;34.622;51.222;30.238;102.431;30.14;47.3742;39.079;11.6744;42.702;70.5441;35.127;28.7701;35.197;#N/A N/A;#N/A N/A;16.6462;29.847;117.69;31.981;8.3343;39.41;42.7576;34.625;50.8579;32.484;44.4623;27.63;#N/A N/A;#N/A N/A;57.4191;18.893;128.8126;23.026;21.375;26.683
27/06/2016;0.5935;1985;2697.44;45.4434;32.348;24.3422;33.741;50.0044;31.25;100.7386;30.365;45.3832;41.346;10.5346;45.812;65.5241;40.014;26.2877;44.116;#N/A N/A;#N/A N/A;16.0015;32.21;114.43;31.388;8.2855;39.057;40.7928;38.689;51.6277;30.807;42.6372;31.628;#N/A N/A;#N/A N/A;57.0979;20.839;126.6527;23.923;21.064;28.202
28/06/2016;0.6132;2028.5;2758.67;46.8322;28.192;24.9851;30.123;50.7767;28.094;103.4553;27.388;46.4651;37.438;11.0451;42.656;67.3736;36.86;27.0963;40.227;#N/A N/A;#N/A N/A;16.2597;29.317;117.26;30.494;8.5844;34.771;41.7321;34.391;53.3873;27.69;43.2968;29.14;#N/A N/A;#N/A N/A;58.9851;16.382;129.3309;18.857;21.418;24.951
29/06/2016;0.6368;2066.75;2832.18;48.5081;25.086;25.9268;26.857;52.4395;25.071;105.9493;26.041;47.2105;35.591;11.4561;38.139;69.1526;34.03;27.7998;35.591;#N/A N/A;#N/A N/A;16.351;27.223;118.21;28.434;8.9168;32.257;42.5115;31.423;54.4723;25.327;44.1251;27.658;#N/A N/A;#N/A N/A;60.029;14.878;131.9659;17.994;21.604;25.149
30/06/2016;0.5817;2090.25;2864.74;49.4159;23.81;26.1863;24.905;53.0201;23.375;105.8602;25.444;47.0287;34.471;11.4336;35.282;68.8708;33.299;27.7796;33.92;#N/A N/A;#N/A N/A;16.5471;25.733;118.43;27.42;8.9381;30.853;43.5287;28.678;54.9269;23.692;44.367;27.873;#N/A N/A;#N/A N/A;60.3503;13.488;135.9832;16.165;21.878;23.791
01/07/2016;0.5893;2096.25;2883.06;49.9279;23.318;26.4127;24.29;53.3696;22.712;106.4837;24.468;46.8014;33.027;11.4689;33.402;68.5626;31.027;28.2769;30.098;#N/A N/A;#N/A N/A;17.0559;23.97;118.56;25.905;8.8954;31.777;44.0784;26.642;55.0002;22.715;45.034;26.025;#N/A N/A;#N/A N/A;61.073;12.507;136.0264;16.721;21.945;22.943
04/07/2016;0.5893;2096.25;2862.21;49.315;22.803;26.1863;24.384;53.2512;22.858;106.3501;24.38;46.6287;33.933;11.2699;34.713;66.854;32.952;27.5896;31.592;#N/A N/A;#N/A N/A;16.7918;25.006;119.22;26.071;8.7856;33.015;43.5205;28.766;55.0222;23.552;44.2131;27.239;#N/A N/A;#N/A N/A;61.1132;13.207;136.0264;16.721;21.945;22.943
